type_species,Species,Author,Subspecies,Common_name,Familyetc,sp#,changes
,Acanthosaura murphyi,"NGUYEN, DO, HOANG, NGUYEN, MCCORMACK, NGUYEN, ORLOV, NGUYEN & NGUYEN 2018",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",21840,
,Acanthosaura nataliae,"ORLOV, TRUONG & SANG 2006",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",10108,
,Acanthosaura phongdienensis,"NGUYEN, JIN, VO, NGUYEN, ZHOU, CHE, MURPHY & ZHANG 2019",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",22129,
,Acanthosaura phuketensis,"PAUWELS, SUMONTHA, KUNYA, NITIKUL, SAMPHANTHAMIT, WOOD & GRISMER 2015",,"Thai: Kingkakhaownaam Phuket
English: Phuket Horned Tree Agamid
French: Acanthosaure de Phuket
German: Phuket-Nackenstachler
Dutch: Phuketstekelnekagame","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",20288,
,Acanthosaura prasina,"ANANJEVA, ERMAKOV, NGUYEN, NGUYEN, MURPHY, LUKONINA & ORLOV 2020",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23127,
,Acanthosaura titiwangsaensis,"WOOD, GRISMER, GRISMER, AHMAD, ONN & BAUER 2009",,"E: Malayan Mountain Horned Agamid, Titiwangsa Horned Tree Lizard","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",10109,
,Acanthosaura tongbiguanensis,LIU & RAO 2019,,Chinese: 铜壁关棘蜥 ,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",22400,
,Achalinus ater,BOURRET 1937,,"E: Bourret's Odd-scaled Snake
Chinese: 青脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10110,
,Achalinus emilyae,"ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE 2019",,"E: Emily’s Burrowing Snake
Chinese: 越北脊蛇 (Pinyin: Yue Bei Ji She)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22141,
,Achalinus formosanus,BOULENGER 1908,"Achalinus formosanus chigirai OTA & TOYAMA 1989
Achalinus formosanus formosanus BOULENGER 1908",E: Formosa Odd-scaled Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10111,
,Achalinus hainanus,HUANG 1975,,"E: Hainan Odd-scaled Snake
Chinese: 海南脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10112,
,Achalinus jinggangensis,(ZONG & MA 1983),,"E: Zong's Odd-scaled Snake
Chinese: 井冈山脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10113,
,Achalinus juliani,"ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE 2019",,E: Julian’s Burrowing Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22135,
,Achalinus meiguensis,HU & ZHAO 1966,,"E: Szechwan Odd-scaled Snake
Chinese: 美姑脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10114,
,Achalinus niger,MAKI 1931,,E: Black Odd-scaled Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10115,
,Achalinus panzhihuaensis,"HOU, WANG, GUO, CHEN, YUAN & CHE 2021",,"E: Panzhihua Odd-scaled Snake
Chinese: 攀枝 花脊蛇 (Pinyin: Pan Zhi Hua Ji She)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23652,new species
,Achalinus pingbianensis,"LI, YU, WU, LIAO, TANG, LIU & GUO 2020",,"E: Pingbian odd-scaled snake
Chinese: 屏边脊蛇 (Ping Bian Ji She)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23323,
,Achalinus rufescens,BOULENGER 1888,,"E: Boulenger's Odd-scaled Snake
Chinese: 棕脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10116,
x,Achalinus spinalis,PETERS 1869,"
","E: Peters' Odd-scaled Snake, Japanese odd-scaled snake
Chinese: 黑脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10117,
,Achalinus timi,"ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE 2019",,E: Tim’s Burrowing Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22138,
,Achalinus tranganensis,"LUU, ZIEGLER, HA, LO, HOANG, NGO, LE, TRAN & NGUYEN 2020",,"E: Trang An Burrowing Snake
Vietnamese: Rắn xe điếu tràng an","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23311,
,Achalinus werneri,VAN DENBURGH 1912,,E: Amami odd-scaled snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10118,
,Achalinus yangdatongi,"HOU, WANG, GUO, CHEN, YUAN & CHE 2021",,"E: Yang’s Odd-scaled Snake
Chinese: 杨氏脊蛇 (Pinyin: Yang Shi Ji She)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23655,new species
,Achalinus yunkaiensis,"WANG, LI & WANG 2019",,"E: Yunkai Mountain’s Odd-scaled Snake, Yunkai Mountain’s Burrowing Snake
Chinese: Yun Kai Ji She (云开脊蛇)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22367,
,Achalinus zugorum,"MILLER, DAVIS, LUONG, DO, PHAM, ZIEGLER, LEE, DE QUEIROZ, REYNOLDS & NGUYEN 2020",,"Vietnamese: Ran xe dieu zug
E: Zugs’ Odd-Scaled Snake","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23400,
,Acontias albigularis,"CONRADIE, BUSSCHAU & EDWARDS 2018",,E: White-throated Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",21380,
,Acontias aurantiacus,(PETERS 1854),"Acontias aurantiacus aurantiacus (PETERS 1854)
Acontias aurantiacus bazarutoensis BROADLEY 1990
Acontias aurantiacus carolinensis BROADLEY 1990",,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10119,
,Acontias bicolor,(HEWITT 1929),,,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10120,
,Acontias breviceps,ESSEX 1925,,"E: Shortheaded Legless Skink, Shorthead Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10121,
,Acontias cregoi,(BOULENGER 1903),,E: Cregoe's Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",20122,
,Acontias fitzsimonsi,(BROADLEY 1968),,E: FitzSimon's Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",21646,
,Acontias gariepensis,(FITZSIMONS 1941),,E: Mier Kalahari Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10123,
,Acontias gracilicauda,ESSEX 1925,,"E: Thin-tailed Legless Skink, Slendertail Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10124,
,Acontias grayi,BOULENGER 1887,,E: Gray’s Dwarf Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",21916,
,Acontias jappi,(BROADLEY 1968),,E: Japp’s Burrowing Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10125,
,Acontias kgalagadi,"(LAMB, BISWAS & BAUER 2010)",,"E: Kalahari Burrowing Skink, Kgalagadi Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",20127,
,Acontias lineatus,PETERS 1879,,"E: Striped Dwarf Legless Skink, Lined Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10127,
,Acontias litoralis,BROADLEY & GREER 1969,,E: Coastal Dwarf Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10128,
x,Acontias meleagris,(LINNAEUS 1758),,"E: Cape Legless Skink, Golden Sand Skink; Spotted Slow Skink; Thick-tailed Blindworm, Erdslang, Linnaeus' Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10129,
,Acontias namaquensis,HEWITT 1938,,"E: Namaqua Legless Skink, Namaqua Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10130,
,Acontias occidentalis,FITZSIMONS 1941,,"E: Western Burrowing Skink, Savanna Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10131,
,Acontias orientalis,HEWITT 1937,,"E: Eastern Striped Blindworm, Eastern Cape Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10132,
,Acontias parietalis,(BROADLEY 1990),,E: Maputaland Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",21647,
,Acontias percivali,LOVERIDGE 1935,,"Percival's Lance Skink, Teita Limbless skink
tasmani: Tasman's Blindworrn or Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10133,
,Acontias plumbeus,BIANCONI 1849,,"E: Giant Legless Skinks, Giant Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10134,
,Acontias richardi,(JACOBSEN 1987),,E: Richard’s Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10136,
,Acontias rieppeli,"(LAMB, BISWAS & BAUER 2010)",,E: Wood-bush Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10137,
,Acontias schmitzi,"WAGNER, BROADLEY & BAUER 2012",,,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",20138,
,Acontias subtaeniatus,(BROADLEY 1968),,E: Stripe-bellied Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",23800,changed name
,Acontias tristis,WERNER 1910,,E: Namaqualand Dwarf Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",10139,
,Acontias wakkerstroomensis,"CONRADIE, BUSSCHAU & EDWARDS 2018",,E: Wakkerstroom Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",21383,
x,Acrantophis dumerili,JAN 1860,,"E: Dumeril's boa
G: Dumerils Madagaskarboa","Boidae (Sanziniinae, Sanziniidae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",10140,
,Acrantophis madagascariensis,(DUMÉRIL & BIBRON 1844),,"E: Madagascar ground boa
G: Nördliche Madagaskarboa","Boidae (Sanziniinae, Sanziniidae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",10141,
x,Acratosaura mentalis,(AMARAL 1933),,"E: Amaral's Colobosaura
Portuguese: Teiú-Pigmeu","Gymnophthalmidae (Gymnophthalminae), Iphisini, Sauria, Gymnophthalmoidea, Squamata (lizards)",10142,
,Acratosaura spinosa,"RODRIGUES, CASSIMIRO, DE FREITAS & SANTOS SILVA 2009",,"E: Spiny Colobosaura
Portuguese: Lagarto-Espinhoso","Gymnophthalmidae (Gymnophthalminae), Iphisini, Sauria, Gymnophthalmoidea, Squamata (lizards)",10143,
x,Acritoscincus duperreyi,(GRAY 1838),,"E: Bold-striped Cool-skink, Three-lined Skink","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",11495,
,Acritoscincus platynotus,(PETERS 1881),,"E: Red-throated Cool-skink, Red-throated Skink","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",11496,
,Acritoscincus trilineatus,(GRAY 1838),,"E: South-western Cool-skink, New Holland Skink","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",11497,
,Acrochordus arafurae,MCDOWELL 1979,,E: Arafura filesnake,"Acrochordidae, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10144,
,Acrochordus granulatus,(SCHNEIDER 1799),,"E: Little filesnake, Marine File Snake, Wart Snake
G: Warzenschlange, Südostasiatische Warzenschlange
Chinese: 瘰鳞蛇","Acrochordidae, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10145,
x,Acrochordus javanicus,HORNSTEDT 1787,,"E: Javan File Snake, Elephant Trunk Snake
G: Java-Warzenschlange","Acrochordidae, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10146,
x,Actinemys marmorata,(BAIRD & GIRARD 1852),,"E: (North-) Western Pond Turtle, Northern Pacific Pond Turtle","Emydidae, Emydinae, Testudinoidea, Testudines (turtles)",10147,
,Actinemys pallida,(SEELIGER 1945),,"E: Southwestern Pond Turtle, Southern Pacific Pond Turtle","Emydidae, Emydinae, Testudinoidea, Testudines (turtles)",21085,
,Acutotyphlops banaorum,"WALLACH, BROWN, DIESMOS & GEE 2007",,E: Balbalan Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",10148,
,Acutotyphlops infralabialis,(WAITE 1918),,E: Red Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",10149,
x,Acutotyphlops kunuaensis,WALLACH 1995,,E: Kunua Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",10150,
,Acutotyphlops solomonis,(PARKER 1939),,,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",10151,
,Acutotyphlops subocularis,(WAITE 1897),,E: Bismarck sharp-nosed blindsnake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",10152,
x,Adelophis copei,DUGÈS 1879,,"E: Cope's Mountain Meadow Snake
S: Pradera de Cope","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10153,
,Adelophis foxi,ROSSMAN & BLANEY 1968,,"E: Fox's Mountain Meadow Snake
S: Pradera de Fox","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10154,
,Adelphicos daryi,CAMPBELL & FORD 1982,,E: Dary's Burrowing Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10155,
,Adelphicos ibarrorum,CAMPBELL & BRODIE 1988,,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10156,
,Adelphicos latifasciatum,LYNCH & SMITH 1966,,"E: Oaxacan Burrowing Snake
S: Ocotera de Oaxaca","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10157,
,Adelphicos newmanorum,TAYLOR 1950,,"E: Middle American Burrowing Snake
S: Zacatera Roja","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21174,
,Adelphicos nigrilatum,SMITH 1942,,"E: Burrowing Snake
S: Ocotera","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10158,
x,Adelphicos quadrivirgatum,JAN 1862,,"E: Middle American Burrowing Snake
S: Zacatera de Jan","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10159,
,Adelphicos sargii,(FISCHER 1885),,"E: Sargi’s earth Snake
S: zacatera de Sargi","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20635,
,Adelphicos veraepacis,STUART 1941,,E: Stuart's Burrowing Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10160,
,Adelphicos visoninum,(COPE 1866),,"E: Middle American Burrowing Snake
S: Zacatera de Cuatro-lineas","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20636,
x,Adercosaurus vixadnexus,MYERS & DONNELLY 2001,,,"Gymnophthalmidae (Cercosaurinae s.l., Ecpleopodinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",10161,
x,Adolfus africanus,(BOULENGER 1906),,"E: Multi-scaled Forest Lizard, Green-bellied Forest Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",10162,
,Adolfus alleni,(BARBOUR 1914),,E: Alpine Meadow Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",10163,
,Adolfus jacksoni,(BOULENGER 1899),,"E: Jackson’s Forest Lizard
G: Jacksons Gebirgseidechse","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",10164,
,Adolfus kibonotensis,(LÖNNBERG 1907),,"E: Jackson’s Forest Lizard
G: Jacksons Gebirgseidechse","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",21807,
,Adolfus masavaensis,"WAGNER, GREENBAUM & BRANCH 2014",,E: Western alpine meadow lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",10165,
,Adolfus mathewsensis,"GREENBAUM, DOWELL-BEER, HUGHES, WAGNER, ANDERSON, VILLANUEVA, MALONZA, KUSAMBA, ARISTOTE & BRANCH 2018",,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",21806,
x,Aeluroglena cucullata,BOULENGER 1898,,E: Somali Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10166,
x,Aeluroscalabotes felinus,(GÜNTHER 1864),"Aeluroscalabotes felinus felinus (GÜNTHER 1864)
Aeluroscalabotes felinus multituberculatus KOPSTEIN 1927","E: Cat Gecko
G: Fuchsgesicht-Lidgecko","Eublepharidae, Gekkota, Sauria, Squamata (lizards: geckos)",10167,
,Afroedura africana,(BOULENGER 1888),,E: African Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10175,
,Afroedura amatolica,(HEWITT 1925),,"E: Amatola Flat Gecko, Amatola Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10176,
x,Afroedura bogerti,LOVERIDGE 1944,,"E: Namba Flat Gecko, Bogert's Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10177,
,Afroedura broadleyi,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Broadley’s Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10178,
,Afroedura donveae,"BRANCH, SCHMITZ, LOBÓN-ROVIRA, BAPTISTA, ANTÓNIO & CONRADIE 2021",,E: Iona Flat Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",23497,new species
,Afroedura gorongosa,"BRANCH, GUYTON, SCHMITZ, BAREJ, NASKRECKI, FAROOQ, VERBURGT, RÖDEL 2017",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",21191,
,Afroedura granitica,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Granite Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10179,
,Afroedura haackei,ONDERSTALL 1984,,"E: Haacke’s Flat Gecko, Haacke’s Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10180,
,Afroedura halli,(HEWITT 1935),,"E: Hall’s Flat Gecko, Inland Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10181,
,Afroedura hawequensis,MOUTON & MOSTET 1985,,"E: Haweqa Flat Gecko, Cape Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10182,
,Afroedura karroica,(HEWITT 1925),,"E: Karoo Flat Gecko, Inland Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10183,
,Afroedura langi,(FITZSIMONS 1930),,"E: Lang’s Flat Gecko, Lang’s Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10184,
,Afroedura leoloensis,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Leolo Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10185,
,Afroedura loveridgei,BROADLEY 1963,,E: Loveridge’s Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10186,
,Afroedura major,ONDERSTALL 1984,,"E: Swazi Flat gecko, Major Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10187,
,Afroedura maripi,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Maripi Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10188,
,Afroedura marleyi,(FITZSIMONS 1930),,"E: Marley’s Flat Gecko, Marley’s Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10189,
,Afroedura multiporis,(HEWITT 1925),,"E: Woodbush Flat Gecko, Multipored Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10190,
,Afroedura namaquensis,(FITZSIMONS 1938),,"E: Namaqua Flat Gecko, Namaqua Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10191,
,Afroedura nivaria,(BOULENGER 1894),,"E: Mountain Flat Gecko, Drakensberg Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10192,
,Afroedura pienaari,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Pienaar’s Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10193,
,Afroedura pondolia,(HEWITT 1925),,"E: Pondo Flat Gecko, Pondo Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10194,
,Afroedura pongola,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Pongola Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10195,
,Afroedura praedicta,"BRANCH, SCHMITZ, LOBÓN-ROVIRA, BAPTISTA, ANTÓNIO & CONRADIE 2021",,E: Serra da Neve Flat Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",23503,new species
,Afroedura rondavelica,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Rondavels Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10196,
,Afroedura rupestris,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10197,
,Afroedura tembulica,(HEWITT 1926),,"E: Tembu Flat gecko, Queenstown Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10198,
,Afroedura tirasensis,HAACKE 1965,,E: African Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10199,
,Afroedura transvaalica,(HEWITT 1925),,"E: Transvaal Rock Gecko, Transvaal Flat Gecko, Zimbabwe Flat Gecko, Limpopo Flat Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10200,
,Afroedura vazpintorum,"BRANCH, SCHMITZ, LOBÓN-ROVIRA, BAPTISTA, ANTÓNIO & CONRADIE 2021",,E: Coastal Flat Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",23506,new species
,Afroedura waterbergensis,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Waterberg Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10201,
,Afroedura wulfhaackei,"BRANCH, SCHMITZ, LOBÓN-ROVIRA, BAPTISTA, ANTÓNIO & CONRADIE 2021",,E: Angolan Flat Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",23500,new species
,Afrogecko ansorgii,(BOULENGER 1907),,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10202,
x,Afrogecko porphyreus,(DAUDIN 1802),,E: Marbled leaf-toed gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",10203,
x,Afronatrix anoscopus,(COPE 1861),,E: African Brown Water Snake,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",10204,
,Afrotyphlops angolensis,(BOCAGE 1866),,E: Angola blind snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",10206,
